Town/County,FIPS,Year,Category,Measure Type,Variable,Value
Salem,901166210,2012,Government,Number,Number of Employers,11
Salem,901166210,2012,Government,US Dollars,Annual Average Wage,43017
Salem,901166210,2012,Government,Number,Annual Average Employment,118
Salem,901166210,2013,All Industries,Number,Number of Employers,78
Salem,901166210,2013,All Industries,US Dollars,Annual Average Wage,32678
Salem,901166210,2013,All Industries,Number,Annual Average Employment,647
Salem,901166210,2013,Government,Number,Annual Average Employment,117
Salem,901166210,2013,Government,US Dollars,Annual Average Wage,43833
Salem,901166210,2013,Government,Number,Number of Employers,11
Salem,901166210,2014,All Industries,US Dollars,Annual Average Wage,33314
Salem,901166210,2014,All Industries,Number,Annual Average Employment,615
Salem,901166210,2014,All Industries,Number,Number of Employers,82
Salem,901166210,2014,Government,US Dollars,Annual Average Wage,43340
Salem,901166210,2014,Government,Number,Annual Average Employment,112
Salem,901166210,2014,Government,Number,Number of Employers,11
Salem,901166210,2015,All Industries,Number,Annual Average Employment,634
Salem,901166210,2015,All Industries,Number,Number of Employers,86
Salem,901166210,2015,All Industries,US Dollars,Annual Average Wage,34919
Salem,901166210,2015,Government,Number,Annual Average Employment,118
Salem,901166210,2015,Government,Number,Number of Employers,10
Salem,901166210,2015,Government,US Dollars,Annual Average Wage,40742
Salisbury,900566420,2004,All Industries,Number,Annual Average Employment,2038
Salisbury,900566420,2004,All Industries,Number,Number of Employers,230
Salisbury,900566420,2004,All Industries,US Dollars,Annual Average Wage,33943
Salisbury,900566420,2004,Government,US Dollars,Annual Average Wage,33165
Salisbury,900566420,2004,Government,Number,Annual Average Employment,128
Salisbury,900566420,2004,Government,Number,Number of Employers,16
Salisbury,900566420,2005,All Industries,Number,Annual Average Employment,2041
Salisbury,900566420,2005,All Industries,Number,Number of Employers,221
Salisbury,900566420,2005,All Industries,US Dollars,Annual Average Wage,35355
Salisbury,900566420,2005,Government,Number,Annual Average Employment,119
Salisbury,900566420,2005,Government,Number,Number of Employers,16
Salisbury,900566420,2005,Government,US Dollars,Annual Average Wage,37109
Salisbury,900566420,2006,All Industries,US Dollars,Annual Average Wage,37371
Salisbury,900566420,2006,All Industries,Number,Number of Employers,228
Salisbury,900566420,2006,All Industries,Number,Annual Average Employment,2029
Salisbury,900566420,2006,Government,US Dollars,Annual Average Wage,40000
Salisbury,900566420,2006,Government,Number,Number of Employers,16
Salisbury,900566420,2006,Government,Number,Annual Average Employment,112
Salisbury,900566420,2007,All Industries,Number,Annual Average Employment,2048
Salisbury,900566420,2007,All Industries,US Dollars,Annual Average Wage,39799
Salisbury,900566420,2007,All Industries,Number,Number of Employers,234
Salisbury,900566420,2007,Government,Number,Annual Average Employment,115
Salisbury,900566420,2007,Government,US Dollars,Annual Average Wage,41826
Salisbury,900566420,2007,Government,Number,Number of Employers,17
Salisbury,900566420,2008,All Industries,Number,Number of Employers,239
Salisbury,900566420,2008,All Industries,Number,Annual Average Employment,2082
Salisbury,900566420,2008,All Industries,US Dollars,Annual Average Wage,40661
Salisbury,900566420,2008,Government,Number,Number of Employers,16
Salisbury,900566420,2008,Government,US Dollars,Annual Average Wage,41414
Salisbury,900566420,2008,Government,Number,Annual Average Employment,119
Salisbury,900566420,2009,All Industries,Number,Number of Employers,226
Salisbury,900566420,2009,All Industries,Number,Annual Average Employment,1964
Salisbury,900566420,2009,All Industries,US Dollars,Annual Average Wage,41049
Salisbury,900566420,2009,Government,Number,Annual Average Employment,106
Salisbury,900566420,2009,Government,US Dollars,Annual Average Wage,47112
Salisbury,900566420,2009,Government,Number,Number of Employers,16
Salisbury,900566420,2010,All Industries,Number,Annual Average Employment,1989
Salisbury,900566420,2010,All Industries,Number,Number of Employers,226
Salisbury,900566420,2010,All Industries,US Dollars,Annual Average Wage,43806
Salisbury,900566420,2010,Government,Number,Annual Average Employment,106
Salisbury,900566420,2010,Government,Number,Number of Employers,16
Salisbury,900566420,2010,Government,US Dollars,Annual Average Wage,48716
Salisbury,900566420,2011,All Industries,US Dollars,Annual Average Wage,43382
Salisbury,900566420,2011,All Industries,Number,Number of Employers,224
Salisbury,900566420,2011,All Industries,Number,Annual Average Employment,1940
Salisbury,900566420,2011,Government,US Dollars,Annual Average Wage,47659
Salisbury,900566420,2011,Government,Number,Number of Employers,16
Salisbury,900566420,2011,Government,Number,Annual Average Employment,107
Salisbury,900566420,2012,All Industries,Number,Number of Employers,218
Salisbury,900566420,2012,All Industries,US Dollars,Annual Average Wage,44996
Salisbury,900566420,2012,All Industries,Number,Annual Average Employment,1928
Salisbury,900566420,2012,Government,Number,Number of Employers,14
Salisbury,900566420,2012,Government,US Dollars,Annual Average Wage,46996
Salisbury,900566420,2012,Government,Number,Annual Average Employment,108
Salisbury,900566420,2013,All Industries,US Dollars,Annual Average Wage,43939
Salisbury,900566420,2013,All Industries,Number,Annual Average Employment,1946
Salisbury,900566420,2013,All Industries,Number,Number of Employers,201
Salisbury,900566420,2013,Government,US Dollars,Annual Average Wage,46836
Salisbury,900566420,2013,Government,Number,Annual Average Employment,111
Salisbury,900566420,2013,Government,Number,Number of Employers,14
Salisbury,900566420,2014,All Industries,US Dollars,Annual Average Wage,42952
Salisbury,900566420,2014,All Industries,Number,Annual Average Employment,2047
Salisbury,900566420,2014,All Industries,Number,Number of Employers,203
Salisbury,900566420,2014,Government,US Dollars,Annual Average Wage,46622
Salisbury,900566420,2014,Government,Number,Number of Employers,14
Salisbury,900566420,2014,Government,Number,Annual Average Employment,114
Salisbury,900566420,2015,All Industries,Number,Number of Employers,202
Salisbury,900566420,2015,All Industries,Number,Annual Average Employment,2040
Salisbury,900566420,2015,All Industries,US Dollars,Annual Average Wage,44383
Salisbury,900566420,2015,Government,Number,Annual Average Employment,108
Salisbury,900566420,2015,Government,Number,Number of Employers,15
Salisbury,900566420,2015,Government,US Dollars,Annual Average Wage,49245
Scotland,901567400,2004,All Industries,Number,Number of Employers,29
Scotland,901567400,2004,All Industries,Number,Annual Average Employment,137
Scotland,901567400,2004,All Industries,US Dollars,Annual Average Wage,27016
Scotland,901567400,2004,Government,US Dollars,Annual Average Wage,29281
Scotland,901567400,2004,Government,Number,Number of Employers,12
Scotland,901567400,2004,Government,Number,Annual Average Employment,53
Scotland,901567400,2005,All Industries,US Dollars,Annual Average Wage,30612
Scotland,901567400,2005,All Industries,Number,Number of Employers,31
Scotland,901567400,2005,All Industries,Number,Annual Average Employment,127
Scotland,901567400,2005,Government,Number,Number of Employers,12
Scotland,901567400,2005,Government,US Dollars,Annual Average Wage,34938
Scotland,901567400,2005,Government,Number,Annual Average Employment,53
Scotland,901567400,2006,All Industries,US Dollars,Annual Average Wage,25380
Scotland,901567400,2006,All Industries,Number,Annual Average Employment,155
Scotland,901567400,2006,All Industries,Number,Number of Employers,32
Scotland,901567400,2006,Government,US Dollars,Annual Average Wage,25311
Scotland,901567400,2006,Government,Number,Annual Average Employment,73
Scotland,901567400,2006,Government,Number,Number of Employers,12
Scotland,901567400,2007,All Industries,US Dollars,Annual Average Wage,27592
Scotland,901567400,2007,All Industries,Number,Number of Employers,29
Scotland,901567400,2007,All Industries,Number,Annual Average Employment,137
Scotland,901567400,2007,Government,US Dollars,Annual Average Wage,28794
Scotland,901567400,2007,Government,Number,Annual Average Employment,66
Scotland,901567400,2007,Government,Number,Number of Employers,11
Scotland,901567400,2008,All Industries,Number,Annual Average Employment,122
Scotland,901567400,2008,All Industries,US Dollars,Annual Average Wage,27217
Scotland,901567400,2008,All Industries,Number,Number of Employers,25
Scotland,901567400,2008,Government,Number,Number of Employers,11
Scotland,901567400,2008,Government,Number,Annual Average Employment,63
Scotland,901567400,2008,Government,US Dollars,Annual Average Wage,32245
Scotland,901567400,2009,All Industries,Number,Annual Average Employment,119
Scotland,901567400,2009,All Industries,Number,Number of Employers,23
Scotland,901567400,2009,All Industries,US Dollars,Annual Average Wage,26033
Scotland,901567400,2009,Government,Number,Annual Average Employment,72
Scotland,901567400,2009,Government,US Dollars,Annual Average Wage,29855
Scotland,901567400,2009,Government,Number,Number of Employers,11
Scotland,901567400,2010,All Industries,Number,Annual Average Employment,114
Scotland,901567400,2010,All Industries,US Dollars,Annual Average Wage,25709
Scotland,901567400,2010,All Industries,Number,Number of Employers,23
Scotland,901567400,2010,Government,Number,Annual Average Employment,73
Scotland,901567400,2010,Government,Number,Number of Employers,11
Scotland,901567400,2010,Government,US Dollars,Annual Average Wage,29068
Scotland,901567400,2011,All Industries,US Dollars,Annual Average Wage,28006
Scotland,901567400,2011,All Industries,Number,Annual Average Employment,132
Scotland,901567400,2011,All Industries,Number,Number of Employers,25
Scotland,901567400,2011,Government,US Dollars,Annual Average Wage,28807
Scotland,901567400,2011,Government,Number,Annual Average Employment,71
Scotland,901567400,2011,Government,Number,Number of Employers,12
Scotland,901567400,2012,All Industries,US Dollars,Annual Average Wage,28406
Scotland,901567400,2012,All Industries,Number,Annual Average Employment,133
Scotland,901567400,2012,All Industries,Number,Number of Employers,25
Scotland,901567400,2012,Government,US Dollars,Annual Average Wage,28890
Scotland,901567400,2012,Government,Number,Number of Employers,12
Scotland,901567400,2012,Government,Number,Annual Average Employment,70
Scotland,901567400,2013,All Industries,US Dollars,Annual Average Wage,30939
Scotland,901567400,2013,All Industries,Number,Annual Average Employment,124
Scotland,901567400,2013,All Industries,Number,Number of Employers,23
Scotland,901567400,2013,Government,Number,Annual Average Employment,65
Scotland,901567400,2013,Government,Number,Number of Employers,12
Scotland,901567400,2013,Government,US Dollars,Annual Average Wage,32876
Scotland,901567400,2014,All Industries,Number,Number of Employers,22
Scotland,901567400,2014,All Industries,US Dollars,Annual Average Wage,30780
Scotland,901567400,2014,All Industries,Number,Annual Average Employment,127
Scotland,901567400,2014,Government,US Dollars,Annual Average Wage,31284
Scotland,901567400,2014,Government,Number,Number of Employers,12
Scotland,901567400,2014,Government,Number,Annual Average Employment,67
Scotland,901567400,2015,All Industries,Number,Number of Employers,20
Scotland,901567400,2015,All Industries,Number,Annual Average Employment,112
Scotland,901567400,2015,All Industries,US Dollars,Annual Average Wage,35647
Scotland,901567400,2015,Government,Number,Annual Average Employment,58
Scotland,901567400,2015,Government,US Dollars,Annual Average Wage,36420
Scotland,901567400,2015,Government,Number,Number of Employers,12
Seymour,900967610,2004,All Industries,US Dollars,Annual Average Wage,37674
Seymour,900967610,2004,All Industries,Number,Annual Average Employment,4406
Seymour,900967610,2004,All Industries,Number,Number of Employers,321
Seymour,900967610,2004,Government,Number,Annual Average Employment,591
Seymour,900967610,2004,Government,US Dollars,Annual Average Wage,41421
Seymour,900967610,2004,Government,Number,Number of Employers,15
Seymour,900967610,2005,All Industries,US Dollars,Annual Average Wage,38073
Seymour,900967610,2005,All Industries,Number,Number of Employers,333
Seymour,900967610,2005,All Industries,Number,Annual Average Employment,4406
Seymour,900967610,2005,Government,Number,Number of Employers,16
Seymour,900967610,2005,Government,US Dollars,Annual Average Wage,41841
Seymour,900967610,2005,Government,Number,Annual Average Employment,573
Seymour,900967610,2006,All Industries,US Dollars,Annual Average Wage,39857
Seymour,900967610,2006,All Industries,Number,Annual Average Employment,4404
Seymour,900967610,2006,All Industries,Number,Number of Employers,340
Seymour,900967610,2006,Government,US Dollars,Annual Average Wage,42610
Seymour,900967610,2006,Government,Number,Annual Average Employment,596
Seymour,900967610,2006,Government,Number,Number of Employers,16
Seymour,900967610,2007,All Industries,Number,Number of Employers,346
Seymour,900967610,2007,All Industries,Number,Annual Average Employment,4517
Seymour,900967610,2007,All Industries,US Dollars,Annual Average Wage,41095
Seymour,900967610,2007,Government,Number,Annual Average Employment,603
Seymour,900967610,2007,Government,Number,Number of Employers,16
Seymour,900967610,2007,Government,US Dollars,Annual Average Wage,43939
Seymour,900967610,2008,All Industries,Number,Annual Average Employment,4520
Seymour,900967610,2008,All Industries,US Dollars,Annual Average Wage,41262
Seymour,900967610,2008,All Industries,Number,Number of Employers,347
Seymour,900967610,2008,Government,US Dollars,Annual Average Wage,44702
Seymour,900967610,2008,Government,Number,Annual Average Employment,615
Seymour,900967610,2008,Government,Number,Number of Employers,17
Seymour,900967610,2009,All Industries,Number,Number of Employers,343
Seymour,900967610,2009,All Industries,Number,Annual Average Employment,4160
Seymour,900967610,2009,All Industries,US Dollars,Annual Average Wage,40924
Seymour,900967610,2009,Government,Number,Annual Average Employment,610
Seymour,900967610,2009,Government,US Dollars,Annual Average Wage,47325
Seymour,900967610,2009,Government,Number,Number of Employers,17
Seymour,900967610,2010,All Industries,Number,Number of Employers,335
Seymour,900967610,2010,All Industries,Number,Annual Average Employment,4093
Seymour,900967610,2010,All Industries,US Dollars,Annual Average Wage,43187
Seymour,900967610,2010,Government,Number,Number of Employers,17
Seymour,900967610,2010,Government,Number,Annual Average Employment,584
Seymour,900967610,2010,Government,US Dollars,Annual Average Wage,48463
Seymour,900967610,2011,All Industries,Number,Annual Average Employment,4170
Seymour,900967610,2011,All Industries,Number,Number of Employers,334
Seymour,900967610,2011,All Industries,US Dollars,Annual Average Wage,43696
Seymour,900967610,2011,Government,Number,Number of Employers,17
Seymour,900967610,2011,Government,Number,Annual Average Employment,583
Seymour,900967610,2011,Government,US Dollars,Annual Average Wage,48697
Seymour,900967610,2012,All Industries,US Dollars,Annual Average Wage,42946
Seymour,900967610,2012,All Industries,Number,Number of Employers,339
Seymour,900967610,2012,All Industries,Number,Annual Average Employment,4284
Seymour,900967610,2012,Government,US Dollars,Annual Average Wage,48510
Seymour,900967610,2012,Government,Number,Annual Average Employment,590
Seymour,900967610,2012,Government,Number,Number of Employers,17
Seymour,900967610,2013,All Industries,Number,Annual Average Employment,4412
Seymour,900967610,2013,All Industries,Number,Number of Employers,344
Seymour,900967610,2013,All Industries,US Dollars,Annual Average Wage,42841
Seymour,900967610,2013,Government,Number,Annual Average Employment,565
Seymour,900967610,2013,Government,Number,Number of Employers,17
Seymour,900967610,2013,Government,US Dollars,Annual Average Wage,50659
Seymour,900967610,2014,All Industries,Number,Number of Employers,350
Seymour,900967610,2014,All Industries,US Dollars,Annual Average Wage,44051
Seymour,900967610,2014,All Industries,Number,Annual Average Employment,4470
Seymour,900967610,2014,Government,US Dollars,Annual Average Wage,52004
Seymour,900967610,2014,Government,Number,Annual Average Employment,563
Seymour,900967610,2014,Government,Number,Number of Employers,16
Seymour,900967610,2015,All Industries,Number,Annual Average Employment,4471
Seymour,900967610,2015,All Industries,Number,Number of Employers,370
Seymour,900967610,2015,All Industries,US Dollars,Annual Average Wage,46075
Seymour,900967610,2015,Government,US Dollars,Annual Average Wage,54432
Seymour,900967610,2015,Government,Number,Annual Average Employment,566
Seymour,900967610,2015,Government,Number,Number of Employers,16
Sharon,900567960,2004,All Industries,Number,Annual Average Employment,1198
Sharon,900567960,2004,All Industries,US Dollars,Annual Average Wage,42867
Sharon,900567960,2004,All Industries,Number,Number of Employers,156
Sharon,900567960,2004,Government,US Dollars,Annual Average Wage,35187
Sharon,900567960,2004,Government,Number,Annual Average Employment,76
Sharon,900567960,2004,Government,Number,Number of Employers,9
Sharon,900567960,2005,All Industries,US Dollars,Annual Average Wage,46569
Sharon,900567960,2005,All Industries,Number,Number of Employers,162
Sharon,900567960,2005,All Industries,Number,Annual Average Employment,1191
Sharon,900567960,2005,Government,Number,Number of Employers,9
Sharon,900567960,2005,Government,Number,Annual Average Employment,74
Sharon,900567960,2005,Government,US Dollars,Annual Average Wage,34689
Sharon,900567960,2006,All Industries,Number,Annual Average Employment,1214
Sharon,900567960,2006,All Industries,US Dollars,Annual Average Wage,46909
Sharon,900567960,2006,All Industries,Number,Number of Employers,165
Sharon,900567960,2006,Government,Number,Number of Employers,9
Sharon,900567960,2006,Government,Number,Annual Average Employment,72
Sharon,900567960,2006,Government,US Dollars,Annual Average Wage,34936
Sharon,900567960,2007,All Industries,Number,Number of Employers,168
Sharon,900567960,2007,All Industries,Number,Annual Average Employment,1182
Sharon,900567960,2007,All Industries,US Dollars,Annual Average Wage,47421
Sharon,900567960,2007,Government,Number,Annual Average Employment,77
Sharon,900567960,2007,Government,Number,Number of Employers,8
Sharon,900567960,2007,Government,US Dollars,Annual Average Wage,36572
Sharon,900567960,2008,All Industries,US Dollars,Annual Average Wage,48017
Sharon,900567960,2008,All Industries,Number,Annual Average Employment,1200
Sharon,900567960,2008,All Industries,Number,Number of Employers,166
Sharon,900567960,2008,Government,US Dollars,Annual Average Wage,37400
Sharon,900567960,2008,Government,Number,Number of Employers,8
Sharon,900567960,2008,Government,Number,Annual Average Employment,79
Sharon,900567960,2009,All Industries,Number,Annual Average Employment,1184
Sharon,900567960,2009,All Industries,Number,Number of Employers,164
Sharon,900567960,2009,All Industries,US Dollars,Annual Average Wage,45150
Sharon,900567960,2009,Government,Number,Annual Average Employment,81
Sharon,900567960,2009,Government,Number,Number of Employers,8
Sharon,900567960,2009,Government,US Dollars,Annual Average Wage,37402
Sharon,900567960,2010,All Industries,Number,Number of Employers,164
Sharon,900567960,2010,All Industries,Number,Annual Average Employment,1165
Sharon,900567960,2010,All Industries,US Dollars,Annual Average Wage,43863
Sharon,900567960,2010,Government,Number,Number of Employers,8
Sharon,900567960,2010,Government,Number,Annual Average Employment,82
Sharon,900567960,2010,Government,US Dollars,Annual Average Wage,37760
Sharon,900567960,2011,All Industries,Number,Number of Employers,151
Sharon,900567960,2011,All Industries,US Dollars,Annual Average Wage,45367
Sharon,900567960,2011,All Industries,Number,Annual Average Employment,1197
Sharon,900567960,2011,Government,US Dollars,Annual Average Wage,38893
Sharon,900567960,2011,Government,Number,Number of Employers,8
Sharon,900567960,2011,Government,Number,Annual Average Employment,82
Sharon,900567960,2012,All Industries,US Dollars,Annual Average Wage,44273
Sharon,900567960,2012,All Industries,Number,Annual Average Employment,1231
Sharon,900567960,2012,All Industries,Number,Number of Employers,151
Sharon,900567960,2012,Government,Number,Annual Average Employment,80
Sharon,900567960,2012,Government,US Dollars,Annual Average Wage,39357
Sharon,900567960,2012,Government,Number,Number of Employers,8
Sharon,900567960,2013,All Industries,US Dollars,Annual Average Wage,46552
Sharon,900567960,2013,All Industries,Number,Number of Employers,151
Sharon,900567960,2013,All Industries,Number,Annual Average Employment,1169
Sharon,900567960,2013,Government,Number,Number of Employers,8
Sharon,900567960,2013,Government,US Dollars,Annual Average Wage,40444
Sharon,900567960,2013,Government,Number,Annual Average Employment,80
Sharon,900567960,2014,All Industries,Number,Number of Employers,146
Sharon,900567960,2014,All Industries,US Dollars,Annual Average Wage,48647
Sharon,900567960,2014,All Industries,Number,Annual Average Employment,1108
Sharon,900567960,2014,Government,US Dollars,Annual Average Wage,43955
Sharon,900567960,2014,Government,Number,Annual Average Employment,76
Sharon,900567960,2014,Government,Number,Number of Employers,9
Sharon,900567960,2015,All Industries,Number,Annual Average Employment,1093
Sharon,900567960,2015,All Industries,US Dollars,Annual Average Wage,47965
Sharon,900567960,2015,All Industries,Number,Number of Employers,147
Sharon,900567960,2015,Government,Number,Annual Average Employment,73
Sharon,900567960,2015,Government,US Dollars,Annual Average Wage,48575
Sharon,900567960,2015,Government,Number,Number of Employers,9
Shelton,900168170,2004,All Industries,US Dollars,Annual Average Wage,64927
Shelton,900168170,2004,All Industries,Number,Number of Employers,1142
Shelton,900168170,2004,All Industries,Number,Annual Average Employment,20490
Shelton,900168170,2004,Government,US Dollars,Annual Average Wage,46864
Shelton,900168170,2004,Government,Number,Number of Employers,20
Shelton,900168170,2004,Government,Number,Annual Average Employment,1235
Shelton,900168170,2005,All Industries,Number,Number of Employers,1173
Shelton,900168170,2005,All Industries,US Dollars,Annual Average Wage,67304
Shelton,900168170,2005,All Industries,Number,Annual Average Employment,20951
Shelton,900168170,2005,Government,US Dollars,Annual Average Wage,46671
Shelton,900168170,2005,Government,Number,Number of Employers,20
Shelton,900168170,2005,Government,Number,Annual Average Employment,1249
Shelton,900168170,2006,All Industries,US Dollars,Annual Average Wage,69716
Shelton,900168170,2006,All Industries,Number,Number of Employers,1229
Shelton,900168170,2006,All Industries,Number,Annual Average Employment,21636
Shelton,900168170,2006,Government,Number,Number of Employers,20
Shelton,900168170,2006,Government,Number,Annual Average Employment,1266
Shelton,900168170,2006,Government,US Dollars,Annual Average Wage,49981
Shelton,900168170,2007,All Industries,Number,Annual Average Employment,22687
Shelton,900168170,2007,All Industries,US Dollars,Annual Average Wage,74429
Shelton,900168170,2007,All Industries,Number,Number of Employers,1281
Shelton,900168170,2007,Government,Number,Number of Employers,20
Shelton,900168170,2007,Government,Number,Annual Average Employment,1261
Shelton,900168170,2007,Government,US Dollars,Annual Average Wage,51964
Shelton,900168170,2008,All Industries,US Dollars,Annual Average Wage,76083
Shelton,900168170,2008,All Industries,Number,Number of Employers,1292
Shelton,900168170,2008,All Industries,Number,Annual Average Employment,22508
Shelton,900168170,2008,Government,US Dollars,Annual Average Wage,52990
Shelton,900168170,2008,Government,Number,Number of Employers,20
Shelton,900168170,2008,Government,Number,Annual Average Employment,1272
Shelton,900168170,2009,All Industries,US Dollars,Annual Average Wage,75891
Shelton,900168170,2009,All Industries,Number,Annual Average Employment,22340
Shelton,900168170,2009,All Industries,Number,Number of Employers,1283
Shelton,900168170,2009,Government,US Dollars,Annual Average Wage,53974
Shelton,900168170,2009,Government,Number,Annual Average Employment,1274
Shelton,900168170,2009,Government,Number,Number of Employers,20
Shelton,900168170,2010,All Industries,Number,Number of Employers,1257
Shelton,900168170,2010,All Industries,US Dollars,Annual Average Wage,78350
Shelton,900168170,2010,All Industries,Number,Annual Average Employment,22415
Shelton,900168170,2010,Government,Number,Number of Employers,20
Shelton,900168170,2010,Government,Number,Annual Average Employment,1217
Shelton,900168170,2010,Government,US Dollars,Annual Average Wage,55749
Shelton,900168170,2011,All Industries,Number,Number of Employers,1213
Shelton,900168170,2011,All Industries,US Dollars,Annual Average Wage,83529
Shelton,900168170,2011,All Industries,Number,Annual Average Employment,21005
Shelton,900168170,2011,Government,US Dollars,Annual Average Wage,57731
Shelton,900168170,2011,Government,Number,Annual Average Employment,1170
Shelton,900168170,2011,Government,Number,Number of Employers,20
Shelton,900168170,2012,All Industries,US Dollars,Annual Average Wage,86914
Shelton,900168170,2012,All Industries,Number,Annual Average Employment,21490
Shelton,900168170,2012,All Industries,Number,Number of Employers,1270
Shelton,900168170,2012,Government,US Dollars,Annual Average Wage,55172
Shelton,900168170,2012,Government,Number,Annual Average Employment,1204
Shelton,900168170,2012,Government,Number,Number of Employers,20
Shelton,900168170,2013,All Industries,US Dollars,Annual Average Wage,88483
Shelton,900168170,2013,All Industries,Number,Number of Employers,1306
Shelton,900168170,2013,All Industries,Number,Annual Average Employment,22050
Shelton,900168170,2013,Government,Number,Annual Average Employment,1222
Shelton,900168170,2013,Government,US Dollars,Annual Average Wage,56490
Shelton,900168170,2013,Government,Number,Number of Employers,20
Shelton,900168170,2014,All Industries,Number,Annual Average Employment,22639
Shelton,900168170,2014,All Industries,US Dollars,Annual Average Wage,84651
Shelton,900168170,2014,All Industries,Number,Number of Employers,1317
Shelton,900168170,2014,Government,Number,Annual Average Employment,1217
Shelton,900168170,2014,Government,Number,Number of Employers,20
Shelton,900168170,2014,Government,US Dollars,Annual Average Wage,57146
Shelton,900168170,2015,All Industries,US Dollars,Annual Average Wage,82563
Shelton,900168170,2015,All Industries,Number,Annual Average Employment,22969
Shelton,900168170,2015,All Industries,Number,Number of Employers,1330
Shelton,900168170,2015,Government,US Dollars,Annual Average Wage,60867
Shelton,900168170,2015,Government,Number,Annual Average Employment,1214
Shelton,900168170,2015,Government,Number,Number of Employers,20
Sherman,900168310,2004,All Industries,Number,Annual Average Employment,460
Sherman,900168310,2004,All Industries,Number,Number of Employers,100
Sherman,900168310,2004,All Industries,US Dollars,Annual Average Wage,35406
Sherman,900168310,2004,Government,Number,Annual Average Employment,138
Sherman,900168310,2004,Government,Number,Number of Employers,9
Sherman,900168310,2004,Government,US Dollars,Annual Average Wage,30326
Sherman,900168310,2005,All Industries,US Dollars,Annual Average Wage,35406
Sherman,900168310,2005,All Industries,Number,Number of Employers,103
Sherman,900168310,2005,All Industries,Number,Annual Average Employment,475
Sherman,900168310,2005,Government,US Dollars,Annual Average Wage,30111
Sherman,900168310,2005,Government,Number,Annual Average Employment,148
Sherman,900168310,2005,Government,Number,Number of Employers,9
Sherman,900168310,2006,All Industries,Number,Annual Average Employment,463
Sherman,900168310,2006,All Industries,Number,Number of Employers,106
Sherman,900168310,2006,All Industries,US Dollars,Annual Average Wage,38280
Sherman,900168310,2006,Government,Number,Number of Employers,9
Sherman,900168310,2006,Government,Number,Annual Average Employment,148
Sherman,900168310,2006,Government,US Dollars,Annual Average Wage,32013
Sherman,900168310,2007,All Industries,Number,Annual Average Employment,463
Sherman,900168310,2007,All Industries,US Dollars,Annual Average Wage,40400
Sherman,900168310,2007,All Industries,Number,Number of Employers,105
Sherman,900168310,2007,Government,US Dollars,Annual Average Wage,36760
Sherman,900168310,2007,Government,Number,Annual Average Employment,138
Sherman,900168310,2007,Government,Number,Number of Employers,9
Sherman,900168310,2008,All Industries,Number,Annual Average Employment,474
Sherman,900168310,2008,All Industries,US Dollars,Annual Average Wage,38810
Sherman,900168310,2008,All Industries,Number,Number of Employers,97
Sherman,900168310,2008,Government,Number,Annual Average Employment,153
Sherman,900168310,2008,Government,Number,Number of Employers,9
Sherman,900168310,2008,Government,US Dollars,Annual Average Wage,36132
Sherman,900168310,2009,All Industries,Number,Number of Employers,95
Sherman,900168310,2009,All Industries,Number,Annual Average Employment,461
Sherman,900168310,2009,All Industries,US Dollars,Annual Average Wage,35425
Sherman,900168310,2009,Government,Number,Number of Employers,9
Sherman,900168310,2009,Government,Number,Annual Average Employment,169
Sherman,900168310,2009,Government,US Dollars,Annual Average Wage,33851
Sherman,900168310,2010,All Industries,US Dollars,Annual Average Wage,38632
Sherman,900168310,2010,All Industries,Number,Number of Employers,100
Sherman,900168310,2010,All Industries,Number,Annual Average Employment,435
Sherman,900168310,2010,Government,Number,Annual Average Employment,155
Sherman,900168310,2010,Government,US Dollars,Annual Average Wage,38954
Sherman,900168310,2010,Government,Number,Number of Employers,9
Sherman,900168310,2011,All Industries,US Dollars,Annual Average Wage,39186
Sherman,900168310,2011,All Industries,Number,Annual Average Employment,423
Sherman,900168310,2011,All Industries,Number,Number of Employers,99
Sherman,900168310,2011,Government,US Dollars,Annual Average Wage,38316
Sherman,900168310,2011,Government,Number,Annual Average Employment,154
Sherman,900168310,2011,Government,Number,Number of Employers,9
Sherman,900168310,2012,All Industries,US Dollars,Annual Average Wage,40211
Sherman,900168310,2012,All Industries,Number,Number of Employers,94
Sherman,900168310,2012,All Industries,Number,Annual Average Employment,445
Sherman,900168310,2012,Government,US Dollars,Annual Average Wage,40304
Sherman,900168310,2012,Government,Number,Number of Employers,8
Sherman,900168310,2012,Government,Number,Annual Average Employment,151
Sherman,900168310,2013,All Industries,Number,Annual Average Employment,436
Sherman,900168310,2013,All Industries,US Dollars,Annual Average Wage,43015
Sherman,900168310,2013,All Industries,Number,Number of Employers,102
Sherman,900168310,2013,Government,US Dollars,Annual Average Wage,43261
Sherman,900168310,2013,Government,Number,Number of Employers,8
Sherman,900168310,2013,Government,Number,Annual Average Employment,148
Sherman,900168310,2014,All Industries,Number,Annual Average Employment,446
Sherman,900168310,2014,All Industries,Number,Number of Employers,105
Sherman,900168310,2014,All Industries,US Dollars,Annual Average Wage,42044
Sherman,900168310,2014,Government,US Dollars,Annual Average Wage,38633
Sherman,900168310,2014,Government,Number,Number of Employers,8
Sherman,900168310,2014,Government,Number,Annual Average Employment,161
Sherman,900168310,2015,All Industries,Number,Annual Average Employment,452
Sherman,900168310,2015,All Industries,US Dollars,Annual Average Wage,42870
Sherman,900168310,2015,All Industries,Number,Number of Employers,104
Sherman,900168310,2015,Government,Number,Annual Average Employment,156
